371299,0.001584,-0.010126,0.178962,-1.841175,-1.589072,0.594182,0.000000,0.000000,0.000000,0.400000
371309,0.000196,-0.010030,0.121907,-1.496665,-1.216362,0.533763,0.000000,0.000000,0.000000,0.400000
371319,-0.005184,-0.017279,0.147679,0.758008,0.205634,0.253846,0.000000,0.000000,0.000000,0.400000
371329,-0.006520,-0.016389,0.150927,0.480571,0.318560,0.233914,0.000000,0.000000,0.000000,0.400000
371339,-0.006991,-0.016048,0.153799,0.397973,0.202376,0.253499,0.000000,0.000000,0.000000,0.400000
371349,-0.006902,-0.018515,0.102876,0.633506,-0.040249,0.308546,0.000000,0.000000,0.000000,0.400000
371359,-0.008437,-0.019509,0.098987,0.782001,0.147762,0.282045,0.000000,0.000000,0.000000,0.400000
371369,-0.009983,-0.017481,0.100310,0.252750,0.310102,0.299569,0.000000,0.000000,0.000000,0.400000
371379,-0.007402,-0.020981,0.108648,1.205903,-0.513153,0.371514,0.000000,0.000000,0.000000,0.400000
371389,-0.007351,-0.019898,0.112779,0.777649,-0.638049,0.418516,0.000000,0.000000,0.000000,0.400000
371399,-0.007192,-0.020242,0.111493,0.696845,-0.769177,0.392416,0.000000,0.000000,0.000000,0.400000
371409,-0.002586,-0.017530,0.064854,-0.342822,-1.765581,0.457461,0.000000,0.000000,0.000000,0.400000
371419,-0.009322,-0.023091,0.112448,1.533228,0.021378,0.473751,0.000000,0.000000,0.000000,0.400000
371429,-0.008630,-0.024698,0.114034,1.814460,-0.227334,0.552896,0.000000,0.000000,0.000000,0.400000
371439,-0.008788,-0.024417,0.121626,1.276939,-0.343943,0.573758,0.000000,0.000000,0.000000,0.400000
371449,-0.008524,-0.023261,0.084005,0.619389,-0.225526,0.645492,0.000000,0.000000,0.000000,0.400000
371459,-0.008847,-0.023171,0.082226,0.474766,-0.074722,0.714941,0.000000,0.000000,0.000000,0.400000
371469,-0.010334,-0.027327,0.081648,1.601292,0.448638,0.787790,0.000000,0.000000,0.000000,0.400000
371479,-0.009851,-0.027885,0.088111,1.554902,0.409132,0.911564,0.000000,0.000000,0.000000,0.400000
371489,-0.008411,-0.027884,0.093322,1.460034,0.299857,1.048451,0.000000,0.000000,0.000000,0.400000
371499,-0.006122,-0.027006,0.090856,1.341056,0.154184,1.203902,0.000000,0.000000,0.000000,0.400000
371509,-0.004930,-0.025715,0.056819,1.592741,0.644287,1.419898,0.000000,0.000000,0.000000,0.400000
371519,-0.006029,-0.023062,0.058043,1.253287,1.662000,1.757350,0.000000,0.000000,0.000000,0.400000
371529,-0.006838,-0.024197,0.063038,2.289817,2.508339,1.954514,0.000000,0.000000,0.000000,0.400000
371539,-0.007323,-0.027203,0.065163,3.878961,3.264447,2.015286,0.000000,0.000000,0.000000,0.400000
371549,-0.002807,-0.028154,0.050843,4.917584,2.647567,1.967962,0.000000,0.000000,0.000000,0.400000
371559,-0.003573,-0.029527,0.059250,5.602417,4.012771,2.304712,0.000000,0.000000,0.000000,0.400000
371569,-0.005307,-0.031284,0.058087,6.464845,5.679924,2.621344,0.000000,0.000000,0.000000,0.400000
371579,-0.007213,-0.032474,0.050610,7.138381,7.405694,2.939672,0.000000,0.000000,0.000000,0.400000
371589,-0.008131,-0.034258,0.051861,7.813116,8.777395,2.994969,0.000000,0.000000,0.000000,0.400000
371599,-0.009995,-0.035283,0.053557,8.062643,10.563852,3.486731,0.000000,0.000000,0.000000,0.400000
371609,-0.010962,-0.038267,0.042109,9.359513,11.930879,2.487289,0.000000,0.000000,0.000000,0.400000
371619,-0.013606,-0.039995,0.044245,9.300552,14.051687,3.291954,0.000000,0.000000,0.000000,0.400000
371629,-0.016454,-0.040966,0.042692,9.014196,16.121519,4.272755,0.000000,0.000000,0.000000,0.400000
371639,-0.019597,-0.039624,0.041333,7.647120,18.291597,6.839996,0.000000,0.000000,0.000000,0.400000
371649,-0.024359,-0.042747,0.052332,7.637777,20.084299,7.153320,0.000000,0.000000,0.000000,0.400000
371659,-0.025483,-0.035207,0.029507,4.506200,22.174261,12.376266,0.000000,0.000000,0.000000,0.400000
371669,-0.038264,-0.047276,0.069608,6.627946,24.138182,9.007243,0.000000,0.000000,0.000000,0.400000
371679,-0.045318,-0.050763,0.079809,6.347194,25.638594,8.986579,0.000000,0.000000,0.000000,0.400000
371689,-0.052087,-0.053278,0.087706,5.198028,27.199005,10.370071,0.000000,0.000000,0.000000,0.400000
371699,-0.059031,-0.055635,0.091955,4.333613,28.689512,10.839990,0.000000,0.000000,0.000000,0.400000
371709,-0.071360,-0.061559,0.106711,4.977369,30.050694,8.152253,0.000000,0.000000,0.000000,0.400000
371719,-0.082692,-0.066431,0.124265,5.340364,30.614908,5.510436,0.000000,0.000000,0.000000,0.400000
371729,-0.091840,-0.071474,0.139393,3.253500,31.341330,7.919525,0.000000,0.000000,0.000000,0.400000
371739,-0.101954,-0.075354,0.146902,2.921051,31.744005,6.605554,0.000000,0.000000,0.000000,0.400000
371749,-0.112921,-0.081065,0.160772,1.393177,31.773178,8.092331,0.000000,0.000000,0.000000,0.400000
