19424,0.083995,-0.081193,0.063321,-0.368023,-0.084728,-11.353614
19434,0.083859,-0.081933,0.063347,-0.224642,-0.030893,-11.410424
19444,0.084399,-0.078909,0.063751,-0.817169,0.007899,-11.237022
19454,0.082421,-0.077096,0.035597,-1.080798,0.379125,-11.235201
19464,0.083590,-0.080853,0.049119,-0.212622,0.001755,-11.434927
19474,0.083138,-0.083109,0.045617,0.177160,0.031033,-11.611883
19484,0.082915,-0.086144,0.037405,0.637717,-0.058394,-11.750926
19494,0.082197,-0.084588,0.046673,0.251770,0.270093,-11.618649
19504,0.082821,-0.083881,0.030130,-0.000952,0.068588,-11.476531
19514,0.082867,-0.083705,0.028382,-0.082521,0.068731,-11.355761
19524,0.084032,-0.083971,0.026407,-0.131052,-0.193255,-11.301159
19534,0.083862,-0.084386,0.025519,-0.017687,-0.027609,-11.314304
19544,0.083956,-0.085092,0.023700,0.048310,-0.055117,-11.324928
19554,0.087431,-0.086189,0.011094,0.020425,-0.929675,-11.356153
19564,0.087153,-0.085967,0.016501,-0.011010,-0.437212,-11.293331
19574,0.087925,-0.085944,0.014519,-0.218069,-0.370655,-11.286417
19584,0.086624,-0.087418,0.018022,0.241410,0.263956,-11.189399
19594,0.087188,-0.086773,0.020362,-0.025264,0.525822,-11.158959
19604,0.087953,-0.082369,0.011016,-1.025143,0.976023,-10.941341
19614,0.089014,-0.078887,-0.001028,-1.626464,1.368351,-10.659814
19624,0.091231,-0.075294,-0.011207,-2.052847,1.493618,-10.165663
19634,0.091795,-0.074570,-0.010070,-2.052180,2.170240,-10.222004
19644,0.097112,-0.076658,0.019123,-1.014982,1.536752,-9.958551
19654,0.096266,-0.081623,0.023379,-0.534771,2.809305,-11.035584
19664,0.095764,-0.089118,0.019200,0.368748,3.716958,-12.224848
19674,0.094438,-0.093291,0.015248,0.753911,4.911489,-12.822709
19684,0.094631,-0.097128,0.013269,1.071263,5.540216,-13.236986
19694,0.091511,-0.099809,0.004475,1.317889,6.976433,-13.478386
19704,0.094902,-0.080516,0.028047,0.034295,7.279347,-8.774569
19714,0.091854,-0.090149,0.028517,0.681050,8.226678,-10.911522
19724,0.081203,-0.123541,-0.007554,2.722160,9.858971,-18.943470
19734,0.080818,-0.116369,0.050451,2.021531,9.563018,-16.736370
19744,0.079180,-0.064140,0.047468,-0.875673,10.756650,-2.846929
19754,0.075777,-0.070653,0.065509,-0.764705,9.986621,-4.382187
19764,0.073264,-0.084252,0.103759,-0.328470,8.134402,-7.626485
19774,0.073928,-0.098575,0.110313,-0.043250,6.110128,-11.034033
19784,0.074728,-0.095178,0.114676,-0.543609,4.655154,-9.750132
19794,0.067974,-0.103933,0.128887,-0.434195,4.167260,-11.766791
19804,0.071742,-0.097637,0.118907,-1.065362,2.303413,-9.847528
19814,0.066021,-0.102258,0.127801,-1.169766,1.564052,-10.850595
19824,0.064674,-0.099112,0.135572,-1.655532,0.091196,-9.819913
19834,0.062066,-0.101291,0.142376,-1.888932,-1.095421,-10.105701
19844,0.064324,-0.096094,0.149615,-2.469210,-2.878476,-8.570866
19854,0.061867,-0.097962,0.139532,-2.718179,-3.165751,-9.287085
19864,0.062884,-0.095754,0.145628,-2.978806,-4.406607,-8.612050
19874,0.064050,-0.094269,0.149743,-3.096798,-5.291636,-8.082761
19884,0.059334,-0.096653,0.158408,-3.261333,-5.118192,-9.192781
19894,0.057187,-0.097061,0.164822,-3.076599,-5.084017,-9.205106
19904,0.054895,-0.098983,0.151964,-2.786925,-4.379126,-9.829713
19914,0.053229,-0.098760,0.156429,-2.469983,-4.064859,-9.636280
19924,0.046276,-0.102952,0.158462,-2.302212,-2.930458,-11.474252
19934,0.042628,-0.103452,0.160304,-1.895854,-2.232726,-11.556654
19944,0.041363,-0.101926,0.165919,-1.414186,-1.930540,-10.561455
19954,0.041006,-0.102032,0.154563,-1.243499,-1.509932,-10.864865
19964,0.038989,-0.101829,0.157495,-1.019742,-1.305429,-10.759213
19974,0.037446,-0.101628,0.160908,-0.954608,-1.360217,-10.893497
19984,0.038954,-0.100231,0.166475,-0.959241,-1.973542,-10.514484
19994,0.034014,-0.101187,0.169038,-1.032921,-2.006952,-11.285028
20004,0.035403,-0.100144,0.164339,-1.472938,-2.791257,-11.970892
20014,0.036905,-0.098841,0.167057,-1.578167,-3.765793,-11.501943
20024,0.032318,-0.099040,0.170263,-1.806480,-4.053597,-12.165754
20034,0.035365,-0.097467,0.172340,-2.011929,-5.170225,-11.825617
20044,0.030288,-0.097579,0.177480,-2.114021,-5.253836,-12.371439
20054,0.031816,-0.096335,0.174321,-2.029894,-5.881984,-11.738257
20064,0.028694,-0.096362,0.176878,-2.167619,-5.820417,-12.681629
20074,0.029363,-0.095417,0.178180,-2.149226,-5.991923,-12.960896
20084,0.027994,-0.093864,0.181917,-1.579217,-5.792295,-11.809589
20094,0.027103,-0.093319,0.184013,-1.342478,-5.492926,-12.057680
20104,0.025737,-0.092903,0.185799,-1.102128,-5.030076,-12.578820
20114,0.025374,-0.091991,0.187956,-0.771560,-4.625611,-12.601638
20124,0.025605,-0.090471,0.190522,-0.223301,-4.283324,-11.591459
20134,0.025510,-0.090605,0.192728,-0.342658,-3.909252,-13.315746
20144,0.024961,-0.089014,0.195927,0.180580,-3.562521,-12.269350
20154,0.025565,-0.088025,0.198705,0.468494,-3.410798,-11.800647
20164,0.024993,-0.087078,0.201226,0.796954,-3.188636,-11.053185
20174,0.024748,-0.086474,0.203507,1.059047,-3.075978,-10.351592
20184,0.024794,-0.086208,0.205721,1.181154,-3.050513,-9.966001
20194,0.025080,-0.086238,0.207797,1.260838,-3.093401,-9.587008
20204,0.026418,-0.083630,0.218067,-0.402346,-3.131662,-14.575206
20214,0.027128,-0.082381,0.221682,-0.405759,-3.201170,-14.286473
20224,0.027516,-0.081455,0.225930,-0.308633,-3.230335,-13.622986
20234,0.027875,-0.080160,0.229032,-0.421530,-3.200774,-13.668548
20244,0.029181,-0.079261,0.232168,-0.417306,-3.220018,-13.642238
20254,0.029827,-0.078889,0.236122,-0.084362,-3.128586,-13.024306
20264,0.028705,-0.078143,0.239946,0.314130,-2.770246,-12.451945
20274,0.028405,-0.078013,0.243348,0.794700,-2.446907,-11.925167
20284,0.028599,-0.076101,0.246766,0.862639,-2.072099,-12.513049
20294,0.030128,-0.075902,0.249965,1.247300,-1.846953,-12.484437
20304,0.030106,-0.075866,0.252212,1.705999,-1.482949,-12.162125
20314,0.032049,-0.073812,0.255485,1.674004,-1.279452,-12.786880
20324,0.033046,-0.072693,0.258488,1.792817,-1.051390,-12.883574
20334,0.034067,-0.072634,0.261560,1.963582,-0.894800,-12.744361
20344,0.034965,-0.072159,0.264570,1.980831,-0.786382,-12.670625
20354,0.036884,-0.072453,0.268446,1.959748,-0.821052,-12.681672
20364,0.033907,-0.070014,0.271658,1.866657,-0.424424,-12.147472
20374,0.040598,-0.069844,0.274712,1.460904,-0.922644,-13.000264
20384,0.043742,-0.070516,0.277185,1.355496,-1.119441,-13.203427
20394,0.044815,-0.069426,0.279989,1.222654,-1.104182,-13.097737
20404,0.045810,-0.067746,0.282672,1.080455,-1.053022,-12.981255
20414,0.045380,-0.066526,0.285697,1.093077,-0.857392,-12.678099
20424,0.046718,-0.066569,0.288460,1.175361,-0.760281,-12.629648
20434,0.051103,-0.066237,0.290670,1.162299,-0.813326,-12.954093
20444,0.050753,-0.065382,0.293856,1.375699,-0.410419,-12.693648
20454,0.053679,-0.064679,0.297209,1.485272,-0.225444,-12.792990
20464,0.054131,-0.066311,0.300042,1.876017,0.128951,-12.677928
20474,0.056603,-0.063434,0.302553,1.847713,0.394856,-12.658644
20484,0.057722,-0.064179,0.305159,2.100444,0.671601,-12.613093
20494,0.057511,-0.063729,0.307792,2.259465,1.030417,-12.408904
20504,0.062357,-0.062600,0.309329,2.139788,0.977370,-12.640180
20514,0.063453,-0.063051,0.311798,2.207546,1.158617,-12.605823
20524,0.064185,-0.061711,0.314260,2.129704,1.357629,-12.418307
20534,0.065392,-0.060411,0.316624,1.996255,1.465498,-12.273484
20544,0.067412,-0.060591,0.318884,1.915318,1.471087,-12.313593
20554,0.069807,-0.059817,0.320967,1.766232,1.445599,-12.301257
20564,0.071633,-0.057303,0.323026,1.535306,1.465253,-12.092366
20574,0.073696,-0.058033,0.325079,1.523591,1.447446,-12.192308
20584,0.073736,-0.058006,0.327220,1.563353,1.605551,-12.092945
20594,0.073562,-0.058199,0.329288,1.645951,1.781862,-12.005112
20604,0.074180,-0.059571,0.330509,1.810738,1.891711,-12.086346
20614,0.077019,-0.059049,0.332221,1.816264,1.879245,-12.096305
20624,0.077750,-0.060444,0.333855,1.975030,1.992543,-12.170556
20634,0.079019,-0.058855,0.335413,1.949180,2.080456,-11.968469
20644,0.081184,-0.060087,0.336827,2.008516,2.051376,-12.100720
20654,0.081749,-0.059662,0.338996,1.973686,2.124017,-11.983677
20664,0.081263,-0.058441,0.340442,1.879140,2.270696,-11.740074
20674,0.081133,-0.056640,0.341822,1.687888,2.367086,-11.464352
20684,0.081892,-0.056663,0.343124,1.555125,2.377593,-11.434826
20694,0.081926,-0.054817,0.344360,1.351445,2.429887,-11.188343
20704,0.086527,-0.061619,0.346222,1.463776,2.084091,-12.047909
20714,0.086085,-0.059605,0.347507,1.265026,2.131477,-11.739825
