63368,-0.000528,-0.000652,0.056507,-0.538793,0.583835,0.014240,0.000000,0.000000,0.000000,0.400000
63378,-0.000053,-0.001374,0.057226,-0.287331,0.406233,0.009122,0.000000,0.000000,0.000000,0.400000
63388,-0.000061,-0.001370,0.057293,-0.326869,0.427732,0.006547,0.000000,0.000000,0.000000,0.400000
63398,-0.000068,-0.000166,0.057810,-0.723239,0.444635,0.008191,0.000000,0.000000,0.000000,0.400000
63408,0.000026,-0.000154,0.053544,-0.662856,0.414990,0.013112,0.000000,0.000000,0.000000,0.400000
63418,0.000446,-0.000225,0.053558,-0.574379,0.289020,0.013990,0.000000,0.000000,0.000000,0.400000
63428,0.000146,-0.000558,0.053939,-0.414163,0.411444,0.011775,0.000000,0.000000,0.000000,0.400000
63438,-0.000073,-0.000336,0.053776,-0.465168,0.463542,0.014944,0.000000,0.000000,0.000000,0.400000
63448,-0.000552,-0.000790,0.052286,-0.295433,0.592412,0.016460,0.000000,0.000000,0.000000,0.400000
63458,-0.000260,-0.000313,0.052886,-0.430298,0.425686,0.025432,0.000000,0.000000,0.000000,0.400000
63468,-0.000500,-0.000125,0.052620,-0.427716,0.489677,0.045422,0.000000,0.000000,0.000000,0.400000
63478,0.000191,-0.000117,0.052909,-0.376630,0.272038,0.062755,0.000000,0.000000,0.000000,0.400000
63488,-0.000578,-0.000137,0.053728,-0.311350,0.545307,0.090746,0.000000,0.000000,0.000000,0.400000
63498,-0.000520,-0.000648,0.053759,-0.130446,0.465855,0.127197,0.000000,0.000000,0.000000,0.400000
63508,-0.000477,-0.000710,0.052863,-0.216643,0.419121,0.189141,0.000000,0.000000,0.000000,0.400000
63518,-0.000406,-0.000736,0.052759,-0.317715,0.363483,0.290052,0.000000,0.000000,0.000000,0.400000
63528,-0.000487,0.000141,0.052962,-0.551095,0.436667,0.444187,0.000000,0.000000,0.000000,0.400000
63538,-0.000749,-0.001315,0.055455,0.058194,0.599910,0.600458,0.000000,0.000000,0.000000,0.400000
63548,-0.000618,-0.000333,0.056632,-0.179063,0.564370,0.779781,0.000000,0.000000,0.000000,0.400000
63558,-0.000835,-0.001073,0.057078,0.167388,0.507353,0.978569,0.000000,0.000000,0.000000,0.400000
63568,-0.000438,-0.000814,0.057673,0.163042,0.179784,1.182803,0.000000,0.000000,0.000000,0.400000
63578,-0.000378,-0.000305,0.057866,0.098178,0.030198,1.401235,0.000000,0.000000,0.000000,0.400000
63588,-0.000182,-0.000136,0.057808,0.109983,-0.100026,1.617538,0.000000,0.000000,0.000000,0.400000
63598,-0.001495,-0.001112,0.060357,0.410748,0.243902,1.883028,0.000000,0.000000,0.000000,0.400000
63608,-0.001378,-0.001109,0.058555,0.352353,0.093537,2.126766,0.000000,0.000000,0.000000,0.400000
63618,-0.000939,0.000646,0.060593,-0.191635,-0.131887,2.349595,0.000000,0.000000,0.000000,0.400000
63628,-0.001404,0.000007,0.063802,0.042350,-0.015615,2.650666,0.000000,0.000000,0.000000,0.400000
63638,-0.001505,0.000391,0.064204,-0.104035,0.011271,2.943044,0.000000,0.000000,0.000000,0.400000
63648,-0.002358,0.000984,0.060936,-0.318144,0.290776,3.265026,0.000000,0.000000,0.000000,0.400000
63658,-0.002786,0.000204,0.062471,-0.119193,0.425052,3.598095,0.000000,0.000000,0.000000,0.400000
63668,-0.003067,0.000393,0.063140,-0.266012,0.517814,3.926231,0.000000,0.000000,0.000000,0.400000
63678,-0.003383,0.000590,0.063713,-0.407426,0.634769,4.264111,0.000000,0.000000,0.000000,0.400000
63688,-0.003723,0.001291,0.064089,-0.683957,0.740085,4.610450,0.000000,0.000000,0.000000,0.400000
63698,-0.004668,0.000740,0.065307,-0.596464,1.010091,4.970046,0.000000,0.000000,0.000000,0.400000
63708,-0.005254,0.000860,0.061509,-0.736868,1.121861,5.338732,0.000000,0.000000,0.000000,0.400000
63718,-0.005165,0.001127,0.063172,-0.876614,0.977101,5.718308,0.000000,0.000000,0.000000,0.400000
63728,-0.001076,-0.004643,0.070097,0.734489,-0.073623,6.016472,0.000000,0.000000,0.000000,0.400000
63738,-0.001379,-0.004359,0.088340,0.215876,-0.044096,6.415528,0.000000,0.000000,0.000000,0.400000
63748,-0.002628,-0.005712,0.166543,0.259115,-0.162265,6.792260,0.000000,0.000000,0.000000,0.400000
63758,-0.002316,-0.007318,0.171970,0.225012,-0.245008,7.169320,0.000000,0.000000,0.000000,0.400000
63768,-0.002152,-0.006902,0.180080,-0.337125,-0.381277,7.513138,0.000000,0.000000,0.000000,0.400000
63778,-0.001937,-0.005469,0.186211,-1.021954,-0.516375,7.816768,0.000000,0.000000,0.000000,0.400000
63788,-0.001437,-0.006128,0.192001,-1.146425,-0.622769,8.136153,0.000000,0.000000,0.000000,0.400000
63798,-0.001493,-0.006290,0.197483,-1.404377,-0.560375,8.431069,0.000000,0.000000,0.000000,0.400000
63808,-0.001532,-0.006148,0.235031,-1.794361,-0.554514,8.686766,0.000000,0.000000,0.000000,0.400000
63818,-0.001428,-0.006445,0.241965,-1.980022,-0.481708,8.965034,0.000000,0.000000,0.000000,0.400000
63828,-0.001685,-0.005770,0.248211,-2.309636,-0.335261,9.210872,0.000000,0.000000,0.000000,0.400000
63838,-0.001306,-0.004927,0.254138,-2.589432,-0.283587,9.460573,0.000000,0.000000,0.000000,0.400000
63848,-0.003244,0.004389,0.266796,-4.071393,-0.070236,9.539747,0.000000,0.000000,0.000000,0.400000
63858,-0.003146,0.003753,0.275338,-3.842795,0.072441,9.808281,0.000000,0.000000,0.000000,0.400000
